exercise,w1,r1,w2,r2,volume,delta_weight,delta_reps,session_gap,session_date,next_weight,next_reps
Squat (Barbell),70.0,12,60.0,15,2580.0,-10.0,3.0,8.038194444444445,2025-11-07T10:06:00+00:00,60.0,12.0
Squat (Barbell),65.0,12,70.0,14,2480.0,5.0,2.0,6.006944444444445,2025-11-15T11:01:00+00:00,20.0,12.0
Squat (Barbell),60.0,15,65.0,15,2895.0,5.0,0.0,6.979861111111111,2025-11-21T11:11:00+00:00,40.0,17.0
Squat (Barbell),50.0,13,60.0,11,1990.0,10.0,-2.0,5.99375,2025-11-28T10:42:00+00:00,50.0,15.0
Squat (Barbell),60.0,11,30.0,15,2640.0,-30.0,4.0,7.998611111111111,2025-12-04T10:33:00+00:00,50.0,20.0
Squat (Barbell),30.0,22,20.0,17,2960.0,-10.0,-5.0,13.995138888888889,2025-12-12T10:31:00+00:00,50.0,20.0
Squat (Barbell),65.0,18,50.0,15,4120.0,-15.0,-3.0,7.014583333333333,2025-12-26T10:24:00+00:00,20.0,20.0
Squat (Barbell),50.0,15,40.0,12,3430.0,-10.0,-3.0,6.997222222222222,2026-01-02T10:45:00+00:00,60.0,15.0
Squat (Barbell),60.0,17,20.0,20,3220.0,-40.0,3.0,7.0993055555555555,2026-01-09T10:41:00+00:00,20.0,20.0
Squat (Barbell),80.0,11,60.0,9,3800.0,-20.0,-2.0,6.9625,2026-01-16T13:04:00+00:00,50.0,18.0
Squat (Barbell),60.0,18,70.0,15,3030.0,10.0,-3.0,6.942361111111111,2026-01-23T12:10:00+00:00,60.0,15.0
Squat (Barbell),70.0,14,30.0,15,3380.0,-40.0,1.0,14.111805555555556,2026-01-30T10:47:00+00:00,50.0,12.0
Squat (Barbell),70.0,12,25.0,15,2535.0,-45.0,3.0,6.88125,2026-02-13T13:28:00+00:00,20.0,12.0
Squat (Barbell),70.0,12,75.0,8,2520.0,5.0,-4.0,14.102777777777778,2026-02-20T10:37:00+00:00,50.0,15.0
Squat (Barbell),60.0,12,30.0,12,2550.0,-30.0,0.0,14.879166666666666,2026-03-06T13:05:00+00:00,40.0,18.0
Squat (Machine),80.0,25,40.0,22,3880.0,-40.0,-3.0,112.05763888888889,2025-10-17T11:56:00+00:00,40.0,25.0
Squat (Machine),80.0,25,40.0,23,5420.0,-40.0,-2.0,20.894444444444446,2026-02-06T13:19:00+00:00,80.0,25.0
Squat (Machine),130.0,22,80.0,17,8380.0,-50.0,-5.0,13.998611111111112,2026-02-27T10:47:00+00:00,130.0,22.0
Standing Calf Raise (Machine),80.0,10,40.0,15,9070.0,-40.0,5.0,5.930555555555555,2025-05-24T12:34:00+00:00,130.0,21.0
Standing Calf Raise (Machine),170.0,10,80.0,12,8110.0,-90.0,2.0,13.91875,2025-05-30T10:54:00+00:00,130.0,23.0
Standing Calf Raise (Machine),80.0,12,40.0,13,7070.0,-40.0,1.0,14.221527777777778,2025-06-13T08:57:00+00:00,140.0,19.0
Standing Calf Raise (Machine),170.0,17,170.0,13,7760.0,0.0,-4.0,7.877777777777778,2025-06-27T14:16:00+00:00,170.0,20.0
Standing Calf Raise (Machine),170.0,20,170.0,18,6460.0,0.0,-2.0,6.0368055555555555,2025-07-05T11:20:00+00:00,170.0,19.0
Standing Calf Raise (Machine),120.0,13,80.0,13,11270.0,-40.0,0.0,14.011805555555556,2025-07-11T12:13:00+00:00,130.0,23.0
Standing Calf Raise (Machine),130.0,10,90.0,12,9870.0,-40.0,2.0,7.007638888888889,2025-07-25T12:30:00+00:00,120.0,20.0
Standing Calf Raise (Machine),120.0,21,120.0,20,7320.0,0.0,-1.0,7.051388888888889,2025-08-01T12:41:00+00:00,130.0,18.0
Standing Calf Raise (Machine),80.0,16,40.0,18,10100.0,-40.0,2.0,14.027777777777779,2025-08-08T13:55:00+00:00,100.0,22.0
Standing Calf Raise (Machine),100.0,22,140.0,20,5000.0,40.0,-2.0,13.831944444444444,2025-08-22T14:35:00+00:00,120.0,21.0
Standing Calf Raise (Machine),80.0,12,40.0,11,7980.0,-40.0,-1.0,5.136805555555555,2025-09-05T10:33:00+00:00,120.0,20.0
Standing Calf Raise (Machine),120.0,16,80.0,7,8990.0,-40.0,-9.0,8.944444444444445,2025-09-10T13:50:00+00:00,130.0,20.0
Standing Calf Raise (Machine),80.0,15,40.0,11,10900.0,-40.0,-4.0,6.910416666666666,2025-09-19T12:30:00+00:00,120.0,17.0
Standing Calf Raise (Machine),170.0,15,120.0,12,6030.0,-50.0,-3.0,7.094444444444444,2025-09-26T10:21:00+00:00,130.0,20.0
Standing Calf Raise (Machine),130.0,12,80.0,12,9720.0,-50.0,0.0,7.925,2025-10-03T12:37:00+00:00,80.0,24.0
Standing Calf Raise (Machine),130.0,18,80.0,15,8100.0,-50.0,-3.0,6.0465277777777775,2025-10-11T10:49:00+00:00,130.0,22.0
Standing Calf Raise (Machine),80.0,21,40.0,14,5100.0,-40.0,-7.0,10.91875,2025-10-17T11:56:00+00:00,120.0,20.0
Standing Calf Raise (Machine),170.0,14,80.0,12,8290.0,-90.0,-2.0,10.004861111111111,2025-10-28T09:59:00+00:00,120.0,20.0
Standing Calf Raise (Machine),120.0,12,80.0,14,9890.0,-40.0,2.0,8.038194444444445,2025-11-07T10:06:00+00:00,120.0,22.0
Standing Calf Raise (Machine),130.0,16,80.0,12,8020.0,-50.0,-4.0,6.006944444444445,2025-11-15T11:01:00+00:00,130.0,18.0
Standing Calf Raise (Machine),140.0,17,80.0,15,8300.0,-60.0,-2.0,6.979861111111111,2025-11-21T11:11:00+00:00,130.0,20.0
Standing Calf Raise (Machine),140.0,18,80.0,15,8700.0,-60.0,-3.0,5.99375,2025-11-28T10:42:00+00:00,150.0,17.0
Standing Calf Raise (Machine),150.0,15,80.0,15,8550.0,-70.0,0.0,7.998611111111111,2025-12-04T10:33:00+00:00,100.0,23.0
Standing Calf Raise (Machine),100.0,13,40.0,15,9900.0,-60.0,2.0,6.9944444444444445,2025-12-12T10:31:00+00:00,150.0,21.0
Standing Calf Raise (Machine),90.0,12,40.0,12,9970.0,-50.0,0.0,7.000694444444444,2025-12-19T10:23:00+00:00,150.0,16.0
Standing Calf Raise (Machine),120.0,11,80.0,10,9280.0,-40.0,-1.0,7.014583333333333,2025-12-26T10:24:00+00:00,80.0,22.0
Standing Calf Raise (Machine),80.0,11,40.0,15,7920.0,-40.0,4.0,6.997222222222222,2026-01-02T10:45:00+00:00,130.0,20.0
Standing Calf Raise (Machine),80.0,15,40.0,12,6980.0,-40.0,-3.0,7.0993055555555555,2026-01-09T10:41:00+00:00,130.0,20.0
Standing Calf Raise (Machine),80.0,9,40.0,12,8740.0,-40.0,3.0,6.9625,2026-01-16T13:04:00+00:00,170.0,22.0
Standing Calf Raise (Machine),130.0,14,80.0,15,12700.0,-50.0,1.0,6.942361111111111,2026-01-23T12:10:00+00:00,180.0,19.0
Standing Calf Raise (Machine),140.0,10,100.0,15,11540.0,-40.0,5.0,7.105555555555555,2026-01-30T10:47:00+00:00,90.0,25.0
Standing Calf Raise (Machine),130.0,20,90.0,10,5750.0,-40.0,-10.0,7.00625,2026-02-06T13:19:00+00:00,170.0,20.0
Standing Calf Raise (Machine),220.0,10,120.0,12,7040.0,-100.0,2.0,6.88125,2026-02-13T13:28:00+00:00,170.0,15.0
Standing Calf Raise (Machine),220.0,12,200.0,12,7590.0,-20.0,0.0,7.006944444444445,2026-02-20T10:37:00+00:00,170.0,17.0
Standing Calf Raise (Machine),200.0,13,120.0,13,7050.0,-80.0,0.0,7.095833333333333,2026-02-27T10:47:00+00:00,170.0,17.0
Standing Calf Raise (Machine),80.0,18,40.0,17,7900.0,-40.0,-1.0,14.879166666666666,2026-03-06T13:05:00+00:00,120.0,25.0
Straight Arm Lat Pulldown (Cable),40.0,15,30.0,12,2290.0,-10.0,-3.0,6.9375,2025-05-21T11:52:00+00:00,40.0,15.0
Straight Arm Lat Pulldown (Cable),40.0,10,30.0,10,1860.0,-10.0,0.0,6.975,2025-05-28T10:22:00+00:00,40.0,15.0
Straight Arm Lat Pulldown (Cable),40.0,14,25.0,14,2170.0,-15.0,0.0,3.8319444444444444,2025-06-04T09:46:00+00:00,35.0,16.0
Straight Arm Lat Pulldown (Cable),35.0,14,30.0,8,1850.0,-5.0,-6.0,3.2125,2025-06-08T05:44:00+00:00,35.0,20.0
Straight Arm Lat Pulldown (Cable),35.0,5,38.0,12,2051.0,3.0,7.0,2.9541666666666666,2025-06-11T10:50:00+00:00,35.0,23.0
Straight Arm Lat Pulldown (Cable),40.0,11,30.0,7,1815.0,-10.0,-4.0,10.977777777777778,2025-06-14T09:44:00+00:00,30.0,22.0
Straight Arm Lat Pulldown (Cable),35.0,4,25.0,8,2040.0,-10.0,4.0,3.8409722222222222,2025-06-25T09:12:00+00:00,35.0,18.0
Straight Arm Lat Pulldown (Cable),35.0,16,30.0,10,1490.0,-5.0,-6.0,3.2333333333333334,2025-06-29T05:23:00+00:00,35.0,20.0
Straight Arm Lat Pulldown (Cable),45.0,11,30.0,11,1525.0,-15.0,0.0,3.745138888888889,2025-07-02T10:59:00+00:00,40.0,15.0
Straight Arm Lat Pulldown (Cable),35.0,8,30.0,8,2210.0,-5.0,0.0,3.347916666666667,2025-07-06T04:52:00+00:00,35.0,22.0
Straight Arm Lat Pulldown (Cable),40.0,7,35.0,7,1655.0,-5.0,0.0,7.00625,2025-07-09T13:13:00+00:00,40.0,15.0
Straight Arm Lat Pulldown (Cable),40.0,11,35.0,10,1390.0,-5.0,-1.0,3.64375,2025-07-16T13:22:00+00:00,35.0,17.0
Straight Arm Lat Pulldown (Cable),35.0,11,25.0,13,2425.0,-10.0,2.0,3.3229166666666665,2025-07-20T04:49:00+00:00,35.0,22.0
Straight Arm Lat Pulldown (Cable),35.0,12,30.0,12,2630.0,-5.0,0.0,3.675,2025-07-23T12:34:00+00:00,35.0,23.0
Straight Arm Lat Pulldown (Cable),30.0,15,25.0,15,2830.0,-5.0,0.0,3.3340277777777776,2025-07-27T04:46:00+00:00,35.0,24.0
Straight Arm Lat Pulldown (Cable),40.0,17,30.0,15,2945.0,-10.0,-2.0,3.6770833333333335,2025-07-30T12:47:00+00:00,40.0,17.0
Straight Arm Lat Pulldown (Cable),45.0,5,35.0,9,2470.0,-10.0,4.0,6.999305555555556,2025-08-03T05:02:00+00:00,35.0,23.0
Straight Arm Lat Pulldown (Cable),40.0,16,30.0,15,1895.0,-10.0,-1.0,3.3208333333333333,2025-08-10T05:01:00+00:00,35.0,23.0
Straight Arm Lat Pulldown (Cable),40.0,16,35.0,20,3095.0,-5.0,4.0,6.908333333333333,2025-08-13T12:43:00+00:00,35.0,22.0
Straight Arm Lat Pulldown (Cable),35.0,16,25.0,14,2600.0,-10.0,-2.0,3.7743055555555554,2025-08-20T10:31:00+00:00,35.0,20.0
Straight Arm Lat Pulldown (Cable),35.0,18,25.0,15,1705.0,-10.0,-3.0,6.986805555555556,2025-08-24T05:06:00+00:00,35.0,22.0
Straight Arm Lat Pulldown (Cable),35.0,17,30.0,14,2485.0,-5.0,-3.0,3.2604166666666665,2025-08-31T04:47:00+00:00,35.0,25.0
Straight Arm Lat Pulldown (Cable),40.0,10,25.0,16,2665.0,-15.0,6.0,3.7368055555555557,2025-09-03T11:02:00+00:00,30.0,27.0
Straight Arm Lat Pulldown (Cable),40.0,12,30.0,11,2220.0,-10.0,-1.0,10.345138888888888,2025-09-07T04:43:00+00:00,35.0,23.0
Straight Arm Lat Pulldown (Cable),30.0,13,40.0,16,2195.0,10.0,3.0,3.657638888888889,2025-09-17T13:00:00+00:00,35.0,24.0
Straight Arm Lat Pulldown (Cable),30.0,13,25.0,15,3205.0,-5.0,2.0,3.303472222222222,2025-09-21T04:47:00+00:00,35.0,20.0
Straight Arm Lat Pulldown (Cable),35.0,15,25.0,17,2530.0,-10.0,2.0,3.702777777777778,2025-09-24T12:04:00+00:00,35.0,21.0
Straight Arm Lat Pulldown (Cable),30.0,15,25.0,15,2900.0,-5.0,0.0,3.3472222222222223,2025-09-28T04:56:00+00:00,35.0,24.0
Straight Arm Lat Pulldown (Cable),30.0,15,25.0,12,2950.0,-5.0,-3.0,3.65,2025-10-01T13:16:00+00:00,35.0,25.0
Straight Arm Lat Pulldown (Cable),30.0,16,25.0,20,3135.0,-5.0,4.0,7.0152777777777775,2025-10-05T04:52:00+00:00,35.0,25.0
Straight Arm Lat Pulldown (Cable),30.0,15,25.0,15,2820.0,-5.0,0.0,3.2555555555555555,2025-10-12T05:14:00+00:00,40.0,20.0
Straight Arm Lat Pulldown (Cable),30.0,15,25.0,15,3095.0,-5.0,0.0,3.7305555555555556,2025-10-15T11:22:00+00:00,40.0,12.0
Straight Arm Lat Pulldown (Cable),30.0,17,25.0,17,3175.0,-5.0,0.0,2.8986111111111112,2025-10-19T04:54:00+00:00,40.0,15.0
Straight Arm Lat Pulldown (Cable),45.0,10,35.0,12,1785.0,-10.0,2.0,4.097916666666666,2025-10-22T02:28:00+00:00,40.0,14.0
Straight Arm Lat Pulldown (Cable),40.0,13,30.0,12,2140.0,-10.0,-1.0,4.2555555555555555,2025-10-26T04:49:00+00:00,40.0,17.0
Straight Arm Lat Pulldown (Cable),40.0,15,30.0,20,2465.0,-10.0,5.0,6.003472222222222,2025-10-30T10:57:00+00:00,40.0,18.0
Straight Arm Lat Pulldown (Cable),30.0,18,25.0,18,2430.0,-5.0,0.0,3.761111111111111,2025-11-05T11:02:00+00:00,40.0,18.0
Straight Arm Lat Pulldown (Cable),35.0,12,30.0,12,2445.0,-5.0,0.0,3.2583333333333333,2025-11-09T05:18:00+00:00,40.0,20.0
Straight Arm Lat Pulldown (Cable),45.0,16,35.0,12,2570.0,-10.0,-4.0,3.723611111111111,2025-11-12T11:30:00+00:00,40.0,17.0
Straight Arm Lat Pulldown (Cable),45.0,16,35.0,16,2590.0,-10.0,0.0,3.24375,2025-11-16T04:52:00+00:00,40.0,20.0
Straight Arm Lat Pulldown (Cable),45.0,16,30.0,16,2675.0,-15.0,0.0,3.834722222222222,2025-11-19T10:43:00+00:00,45.0,17.0
Straight Arm Lat Pulldown (Cable),35.0,12,30.0,12,2895.0,-5.0,0.0,3.1590277777777778,2025-11-23T06:45:00+00:00,45.0,18.0
Straight Arm Lat Pulldown (Cable),30.0,12,45.0,18,810.0,15.0,6.0,3.7597222222222224,2025-11-26T10:34:00+00:00,35.0,23.0
Straight Arm Lat Pulldown (Cable),45.0,13,35.0,12,2610.0,-10.0,-1.0,3.25,2025-11-30T04:48:00+00:00,40.0,21.0
Straight Arm Lat Pulldown (Cable),40.0,15,30.0,13,2370.0,-10.0,-2.0,3.765277777777778,2025-12-03T10:48:00+00:00,40.0,20.0
Straight Arm Lat Pulldown (Cable),45.0,12,35.0,15,2405.0,-10.0,3.0,3.225,2025-12-07T05:10:00+00:00,45.0,17.0
Straight Arm Lat Pulldown (Cable),45.0,12,35.0,12,2850.0,-10.0,0.0,3.761111111111111,2025-12-10T10:34:00+00:00,45.0,17.0
Straight Arm Lat Pulldown (Cable),45.0,13,35.0,12,2985.0,-10.0,-1.0,3.2597222222222224,2025-12-14T04:50:00+00:00,45.0,17.0
Straight Arm Lat Pulldown (Cable),40.0,12,30.0,15,3125.0,-10.0,3.0,6.972222222222222,2025-12-17T11:04:00+00:00,45.0,17.0
Straight Arm Lat Pulldown (Cable),40.0,12,30.0,16,3095.0,-10.0,4.0,6.802777777777778,2025-12-24T10:24:00+00:00,45.0,19.0
Straight Arm Lat Pulldown (Cable),50.0,12,35.0,15,2970.0,-15.0,3.0,3.953472222222222,2025-12-31T05:40:00+00:00,35.0,25.0
Straight Arm Lat Pulldown (Cable),40.0,20,30.0,20,2950.0,-10.0,0.0,3.357638888888889,2026-01-04T04:33:00+00:00,40.0,15.0
Straight Arm Lat Pulldown (Cable),35.0,18,30.0,12,2265.0,-5.0,-6.0,3.6506944444444445,2026-01-07T13:08:00+00:00,40.0,22.0
Straight Arm Lat Pulldown (Cable),45.0,15,35.0,15,2080.0,-10.0,0.0,3.3916666666666666,2026-01-11T04:45:00+00:00,40.0,20.0
Straight Arm Lat Pulldown (Cable),40.0,15,35.0,15,2575.0,-5.0,0.0,3.6486111111111112,2026-01-14T14:09:00+00:00,45.0,22.0
Straight Arm Lat Pulldown (Cable),50.0,12,40.0,12,2760.0,-10.0,0.0,3.3118055555555554,2026-01-18T05:43:00+00:00,40.0,20.0
Straight Arm Lat Pulldown (Cable),45.0,15,35.0,15,2600.0,-10.0,0.0,3.6729166666666666,2026-01-21T13:12:00+00:00,40.0,25.0
Straight Arm Lat Pulldown (Cable),45.0,16,35.0,16,2940.0,-10.0,0.0,3.3291666666666666,2026-01-25T05:21:00+00:00,40.0,25.0
Straight Arm Lat Pulldown (Cable),45.0,20,40.0,23,2820.0,-5.0,3.0,17.645138888888887,2026-01-28T13:15:00+00:00,40.0,20.0
Straight Arm Lat Pulldown (Cable),45.0,17,35.0,14,2055.0,-10.0,-3.0,3.2395833333333335,2026-02-15T04:44:00+00:00,40.0,18.0
Straight Arm Lat Pulldown (Cable),45.0,15,35.0,13,1850.0,-10.0,-2.0,3.7715277777777776,2026-02-18T10:29:00+00:00,35.0,20.0
Straight Arm Lat Pulldown (Cable),45.0,8,35.0,13,1515.0,-10.0,5.0,8.223611111111111,2026-02-22T05:00:00+00:00,40.0,18.0
Straight Arm Lat Pulldown (Cable),45.0,12,35.0,12,1680.0,-10.0,0.0,4.999305555555556,2026-03-02T10:22:00+00:00,40.0,18.0
Stretching,0.0,0,0.0,0,0.0,0.0,0.0,5.78125,2026-03-09T11:11:00+00:00,0.0,0.0
Stretching,0.0,0,0.0,0,0.0,0.0,0.0,6.973611111111111,2026-03-15T05:56:00+00:00,0.0,0.0
T Bar Row,15.0,20,17.5,20,850.0,2.5,0.0,31.152083333333334,2025-11-23T06:45:00+00:00,15.0,20.0
T Bar Row,17.5,20,20.0,18,1010.0,2.5,-2.0,49.1125,2025-12-24T10:24:00+00:00,15.0,22.0
T Bar Row,17.5,18,12.5,7,732.5,-5.0,-11.0,31.70138888888889,2026-02-11T13:06:00+00:00,15.0,20.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,1.0590277777777777,2025-05-20T10:27:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,1.95625,2025-05-21T11:52:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,109.05972222222222,2025-05-23T10:49:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,5.923611111111111,2025-09-09T12:15:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,5.7652777777777775,2025-09-15T10:25:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,7.00625,2025-09-21T04:47:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,46.22986111111111,2025-09-28T04:56:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,2.0236111111111112,2025-11-13T10:27:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,15.977777777777778,2025-11-15T11:01:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,0.9986111111111111,2025-12-01T10:29:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,7.0159722222222225,2025-12-02T10:27:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,3.9993055555555554,2025-12-09T10:50:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,1.9493055555555556,2025-12-13T10:49:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,1.0277777777777777,2025-12-15T09:36:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,14.005555555555556,2025-12-16T10:16:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,7.04375,2025-12-30T10:24:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,4.720833333333333,2026-01-06T11:27:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,4.309722222222222,2026-01-11T04:45:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,4.917361111111111,2026-01-15T12:11:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,1.125,2026-01-20T10:12:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,0.9569444444444445,2026-01-21T13:12:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,2.7159722222222222,2026-01-22T12:10:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,2.2111111111111112,2026-01-25T05:21:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,4.783333333333333,2026-01-27T10:25:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,3.223611111111111,2026-02-01T05:13:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,0.9868055555555556,2026-02-04T10:35:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,1.1270833333333334,2026-02-05T10:16:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,0.8326388888888889,2026-02-06T13:19:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,2.0625,2026-02-07T09:18:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,1.0680555555555555,2026-02-09T10:48:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,1.0277777777777777,2026-02-10T12:26:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,5.084027777777778,2026-02-11T13:06:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,1.8069444444444445,2026-02-16T15:07:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,1.0222222222222221,2026-02-18T10:29:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,0.9833333333333333,2026-02-19T11:01:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,0.9909722222222223,2026-02-20T10:37:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,0.775,2026-02-21T10:24:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,1.2729166666666667,2026-02-22T05:00:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,0.9763888888888889,2026-02-23T11:33:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,0.5430555555555555,2026-02-24T10:59:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,1.21875,2026-02-25T00:01:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,6.308333333333334,2026-02-26T05:16:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,2.017361111111111,2026-03-04T12:40:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,0.8861111111111111,2026-03-06T13:05:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,0.7888888888888889,2026-03-07T10:21:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,2.2819444444444446,2026-03-08T05:17:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,1.0854166666666667,2026-03-10T12:03:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,0.9819444444444444,2026-03-11T14:06:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,1.8645833333333333,2026-03-12T13:40:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,0.8131944444444444,2026-03-14T10:25:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,1.25,2026-03-15T05:56:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,1.011111111111111,2026-03-16T11:56:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,3.9159722222222224,2026-03-17T12:12:00+00:00,0.0,0.0
Treadmill,0.0,0,0.0,0,0.0,0.0,0.0,0.7965277777777777,2026-03-21T10:11:00+00:00,0.0,0.0
Triceps Extension (Cable),10.0,16,5.0,16,550.0,-5.0,0.0,19.813194444444445,2025-05-26T09:57:00+00:00,5.0,17.0
Triceps Extension (Cable),10.0,15,5.0,15,310.0,-5.0,0.0,43.30625,2025-06-15T05:28:00+00:00,5.0,18.0
Triceps Extension (Cable),10.0,17,5.0,17,515.0,-5.0,0.0,4.9006944444444445,2025-07-28T12:49:00+00:00,5.0,28.0
Triceps Extension (Cable),10.0,18,5.0,18,590.0,-5.0,0.0,2.015277777777778,2025-08-02T10:26:00+00:00,5.0,29.0
Triceps Extension (Cable),10.0,22,5.0,20,675.0,-5.0,-2.0,4.995138888888889,2025-08-04T10:48:00+00:00,5.0,20.0
Triceps Extension (Cable),5.0,20,10.0,22,630.0,5.0,2.0,2.0875,2025-08-09T10:41:00+00:00,5.0,32.0
Triceps Extension (Cable),10.0,22,5.0,22,680.0,-5.0,0.0,11.875694444444445,2025-08-11T12:47:00+00:00,5.0,26.0
Triceps Extension (Cable),10.0,17,5.0,17,385.0,-5.0,0.0,13.89375,2025-08-23T09:48:00+00:00,5.0,24.0
Triceps Extension (Cable),5.0,17,5.0,24,120.0,0.0,7.0,2.1479166666666667,2025-09-06T07:15:00+00:00,5.0,27.0
Triceps Extension (Cable),10.0,18,5.0,20,715.0,-5.0,2.0,5.019444444444445,2025-09-08T10:48:00+00:00,10.0,17.0
Triceps Extension (Cable),10.0,17,5.0,18,655.0,-5.0,1.0,1.9645833333333333,2025-09-13T11:16:00+00:00,10.0,22.0
Triceps Extension (Cable),10.0,17,5.0,20,840.0,-5.0,3.0,5.009027777777778,2025-09-15T10:25:00+00:00,10.0,15.0
Triceps Extension (Cable),10.0,15,5.0,20,750.0,-5.0,5.0,9.09375,2025-09-20T10:38:00+00:00,5.0,25.0
Triceps Extension (Cable),10.0,20,5.0,20,720.0,-5.0,0.0,4.945833333333334,2025-09-29T12:53:00+00:00,5.0,27.0
Triceps Extension (Cable),10.0,17,5.0,27,710.0,-5.0,10.0,1.9291666666666667,2025-10-04T11:35:00+00:00,5.0,27.0
Triceps Extension (Cable),10.0,24,5.0,22,825.0,-5.0,-2.0,7.15,2025-10-06T09:53:00+00:00,5.0,25.0
Triceps Extension (Cable),10.0,15,5.0,19,655.0,-5.0,4.0,4.847222222222222,2025-10-13T13:29:00+00:00,10.0,18.0
Triceps Extension (Cable),10.0,22,5.0,20,720.0,-5.0,-2.0,7.178472222222222,2025-10-18T09:49:00+00:00,10.0,13.0
Triceps Extension (Cable),10.0,18,5.0,20,740.0,-5.0,2.0,1.8541666666666667,2025-10-25T14:06:00+00:00,10.0,20.0
Triceps Extension (Cable),10.0,15,5.0,20,880.0,-5.0,5.0,6.999305555555556,2025-10-27T10:36:00+00:00,10.0,24.0
Triceps Extension (Cable),15.0,16,10.0,15,855.0,-5.0,-1.0,4.986805555555556,2025-11-03T10:35:00+00:00,10.0,20.0
